gene,label,gene length,silent,nonsense,splice site,missense,recurrent missense,frameshift indel,inframe indel,lost start and stop,expression_CCLE,replication_time,HiC_compartment,gene_betweeness,gene_degree,exp_mean,exp_std,methy_mean,methy_std,cna_mean,cna_std,3'UTR,5'UTR,SNP,DEL,INS,Intron,CADD_mean,CADD_var,EVE_mean,EVE_var
NDUFA12,0.0,438.0,0.25,0.0625,0.0,0.4375,0.0,0.25,0.0,0.0,18.49621598331717,560.0,0.02539366,9.654170670341874e-06,33.0,9.694865057295932,0.5929822504620311,0.0668507682703573,0.0946104534510914,-0.034795652173913,0.1921090869413632,2.0,7.0,21.0,4.0,0.0,0,18.18304761904762,105.46234644761904,0.4103664552020959,0.061054630203009
NDUFA5,0.0,351.0,0.2142857142857142,0.0714285714285714,0.0714285714285714,0.4285714285714285,0.0,0.2142857142857142,0.0,0.0,16.436271041749567,779.0,-0.02450634,1.7729644133310515e-05,17.0,10.448890946662427,0.7517504570088586,0.0796472249121055,0.0376739896095342,0.0242318181818181,0.0568363151064179,3.0,6.0,20.0,2.0,1.0,0,16.5027,134.3403635894737,0.4103664552020959,0.061054630203009
NDUFAF2,0.0,510.0,0.1333333333333333,0.2,0.0,0.6,0.0,0.0666666666666666,0.0,0.0,17.651421738060435,502.0,0.01095383,2.8470915988267777e-07,7.0,7.448855350909216,0.7657346712181552,0.2700440570750071,0.0947324593185327,0.0374571428571428,0.2313672659100545,6.0,7.0,28.0,2.0,0.0,2,16.907785714285712,135.99826476719576,0.3467653333333333,0.0306321733163333
NDUFB10,0.0,519.0,0.3333333333333333,0.0,0.0,0.4666666666666667,0.0,0.0,0.2,0.0,20.736697551504413,183.0,0.04588438,2.329590050735845e-05,30.0,10.607414707774996,0.6920509097441793,0.0769609774719091,0.0871188805330677,-0.0024714285714285,0.0279264875607906,0.0,1.0,14.0,3.0,0.0,1,13.43392857142857,56.44403268681318,0.4103664552020959,0.061054630203009
NDUFS1,0.0,2226.0,0.1714285714285714,0.0857142857142857,0.0428571428571428,0.6428571428571429,0.0,0.0285714285714285,0.0285714285714285,0.0,18.248819838249734,433.0,0.02438395,0.0001468773534832,63.0,10.356198176238124,0.6500664095045093,0.2700440570750071,0.0947324593185327,-0.0028198113207547,0.0826834477512873,7.0,0.0,77.0,5.0,1.0,1,22.42151948051948,92.36286725290503,0.4052806666666667,0.1660353858490666
NDUFS7,0.0,642.0,0.40625,0.0,0.03125,0.53125,0.0,0.0,0.0,0.03125,21.124294255600013,209.0,0.03145325,6.765363735006044e-06,20.0,10.036366639225031,0.9387097153909498,0.0302466077809287,0.0161821006128859,-0.0091473684210526,0.0656521564837708,0.0,2.0,45.0,0.0,0.0,9,14.409422222222226,113.25551570404042,0.7421931999999999,0.0461806120919555
NDUFV1,0.0,1395.0,0.2830188679245283,0.0377358490566037,0.0377358490566037,0.6037735849056604,0.0,0.0377358490566037,0.0,0.0,20.38997472319505,393.0,0.05256568,5.482297634271227e-05,62.0,11.390781907013096,0.7029655850030226,0.8695553413199285,0.1186094871091346,0.0305706666666666,0.1988173974770708,4.0,1.0,61.0,2.0,0.0,1,19.683131147540983,116.85746414918036,0.6031608823529411,0.0467961541221102
NEU4,0.0,1494.0,0.365079365079365,0.0158730158730158,0.0,0.6031746031746031,0.0,0.0158730158730158,0.0,0.0,19.190316859790688,487.0,0.02859271,1.747855926026543e-05,9.0,3.27419560062552,2.8947245621731343,0.6380204387128685,0.2291133914019912,0.0136540213902524,0.0596380750520646,8.0,4.0,70.0,3.0,4.0,2,12.147371428571436,101.93865548322984,0.4103664552020959,0.061054630203009
NFKBIL1,0.0,1146.0,0.2424242424242425,0.0303030303030303,0.0,0.6666666666666666,0.0,0.0606060606060606,0.0,0.0,21.26343770610179,220.0,0.03488692,0.0001197014804957,16.0,9.019057518721306,0.7528529811468477,0.0360383874409588,0.0131270460896013,0.0082408163265306,0.1240193499029648,0.0,2.0,33.0,1.0,1.0,0,19.398393939393934,55.76198980871212,0.4103664552020959,0.061054630203009
NKPD1,0.0,2499.0,0.3673469387755102,0.0204081632653061,0.0,0.5714285714285714,0.0,0.0204081632653061,0.0204081632653061,0.0,20.230994944835405,243.0,0.04116185,0.0,0.0,3.636669531736594,1.6740628062634582,0.2700440570750071,0.0947324593185327,0.061051724137931,0.1911244189827928,4.0,0.0,51.0,2.0,0.0,0,15.303039215686276,80.6006837584314,0.4103664552020959,0.061054630203009
NKRF,0.0,2118.0,0.1466666666666666,0.08,0.0,0.7466666666666667,0.08,0.0133333333333333,0.0,0.0133333333333333,19.339988058006025,443.1524831243973,0.0484895,2.2276267681136444e-05,25.0,8.566964867144192,0.5714427432902415,0.1907326633488932,0.179251500923656,0.0184560975609756,0.0949433580789491,17.0,1.0,90.0,5.0,1.0,3,19.576477777777765,60.05675119612983,0.4103664552020959,0.061054630203009
NKX6-1,0.0,1104.0,0.3235294117647059,0.0294117647058823,0.0,0.5882352941176471,0.088235294117647,0.0588235294117647,0.0,0.0,16.54434688220085,895.0,-0.0046048309999999,0.0,0.0,2.0379141023540783,2.176608687814656,0.1645074320849439,0.2084201295143951,-0.0339136363636363,0.1051885246742271,0.0,0.0,32.0,2.0,0.0,0,22.5003125,67.49324183467742,0.4103664552020959,0.061054630203009
NLE1,0.0,1458.0,0.3870967741935484,0.032258064516129,0.0161290322580645,0.5645161290322581,0.0,0.0,0.0,0.0,18.977545741601823,504.0,0.02333248,3.324002386598079e-05,15.0,8.521954794144834,0.7135818599765198,0.0419907747077216,0.027054760290052,0.0062202702702702,0.1454761278640084,2.0,0.0,68.0,1.0,0.0,2,19.05063235294117,109.9915964449078,0.4103664552020959,0.061054630203009
NLRP12,0.0,3189.0,0.3003663003663003,0.0256410256410256,0.0,0.6446886446886447,0.0146520146520146,0.0293040293040293,0.0,0.0,19.57977794001905,486.0,-0.05792018,7.146221439465975e-06,6.0,2.630786182532848,1.77423667316376,0.2700440570750071,0.0947324593185327,0.0188293296089385,0.1272094118961705,13.0,13.0,298.0,6.0,2.0,0,12.155083892617451,82.44170551819091,0.4103664552020959,0.061054630203009
NLRP14,0.0,3282.0,0.2572614107883817,0.1037344398340249,0.0165975103734439,0.5892116182572614,0.0124481327800829,0.0290456431535269,0.0041493775933609,0.0,18.674055339712783,881.0,-0.003969854,0.0,1.0,1.1570454423837162,1.11749158832779,0.2700440570750071,0.0947324593185327,-0.0195657817109144,0.1171997926426509,0.0,1.0,240.0,8.0,0.0,3,15.653929166666668,123.42570510374824,0.4103664552020959,0.061054630203009
NLRP5,0.0,3603.0,0.3206997084548105,0.0408163265306122,0.0029154518950437,0.6268221574344023,0.0349854227405247,0.0087463556851311,0.0,0.0,19.267376960936225,561.0,-0.07183033,0.0,1.0,0.3745886838109014,1.1173587488902048,0.2700440570750071,0.0947324593185327,0.0163711363636363,0.1294069068993388,12.0,0.0,353.0,2.0,1.0,1,8.311260623229463,98.2360289943826,0.4103664552020959,0.061054630203009
NLRP7,0.0,3114.0,0.2974910394265233,0.060931899641577,0.003584229390681,0.6057347670250897,0.028673835125448,0.028673835125448,0.003584229390681,0.0,19.68099848721707,573.0,-0.01530479,0.0,1.0,2.7621006835944457,2.573326872924328,0.2700440570750071,0.0947324593185327,0.021407650273224,0.1465991038986176,6.0,3.0,280.0,9.0,0.0,1,10.143632142857149,101.60471417602406,0.4103664552020959,0.061054630203009
NMRK2,0.0,693.0,0.4411764705882353,0.0,0.0588235294117647,0.4117647058823529,0.0,0.088235294117647,0.0,0.0,21.051657694935447,207.0,0.03023095,1.7739672913958527e-05,4.0,6.820470833403611,0.8372794353662344,0.2700440570750071,0.0947324593185327,-0.0094297297297297,0.1777291925174362,2.0,1.0,34.0,3.0,0.0,0,12.439794117647054,95.55738974420676,0.4103664552020959,0.061054630203009
NMUR2,0.0,1248.0,0.3181818181818182,0.0272727272727272,0.0,0.6454545454545455,0.0818181818181818,0.009090909090909,0.0,0.0,17.997328908419355,955.0,0.003976498,0.0001136284794928,7.0,1.515908145987422,1.8907082594079443,0.6308653535620665,0.2482996319297556,0.0015105633802816,0.1390658992170068,14.0,11.0,134.0,1.0,0.0,0,13.118880597014927,102.08320505330497,0.4103664552020959,0.061054630203009
NPAS2,0.0,2475.0,0.2758620689655172,0.0344827586206896,0.0172413793103448,0.646551724137931,0.0,0.0086206896551724,0.0172413793103448,0.0,18.37154269781389,406.0,0.01375156,7.456029644287829e-05,26.0,8.702149900174929,1.7439676068994636,0.0445091753029538,0.0568647794909174,0.0020314814814814,0.0677455656352304,15.0,1.0,130.0,6.0,1.0,4,17.835423076923078,100.81703317620756,0.4039971071428571,0.0513424871568399
NPB,0.0,378.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.313712591192346,443.1524831243973,0.020091353541242,0.0,1.0,2.171578339518664,1.603924613503083,0.1391330895102172,0.132078028572586,0.1806333333333333,0.2436970774456591,4.0,0.0,7.0,0.0,0.0,0,11.673285714285711,104.34006323809524,0.4103664552020959,0.061054630203009
NPHP1,0.0,2202.0,0.1521739130434782,0.0760869565217391,0.0108695652173913,0.7065217391304348,0.0326086956521739,0.0326086956521739,0.0217391304347826,0.0,19.313712591192346,443.1524831243973,0.020091353541242,1.4028096448791863e-05,18.0,6.30484822292138,1.4510139345777933,0.04456298236529,0.0540160217323237,0.0094108108108108,0.0923237584244318,3.0,1.0,96.0,3.0,2.0,5,19.016739583333333,115.3101300683114,0.3831739999999999,0.0541330829504
NPR3,0.0,1626.0,0.2976190476190476,0.0238095238095238,0.0119047619047619,0.6428571428571429,0.0357142857142857,0.0238095238095238,0.0,0.0,18.863739828918977,487.0,-0.01547765,2.072031031068172e-06,3.0,4.39515322377227,2.700071903739849,0.1993312156342924,0.2156635379851142,0.0585305555555555,0.2075321646013836,73.0,2.0,149.0,9.0,3.0,0,15.3771543624161,97.37761264493015,0.4103664552020959,0.061054630203009
NR1D1,0.0,1845.0,0.3137254901960784,0.0784313725490196,0.0,0.5686274509803921,0.0,0.0392156862745098,0.0,0.0,20.585665852938963,202.0,0.02765636,9.21192473725086e-06,8.0,9.140458116899298,1.154446816171676,0.0318412998050974,0.0197253252406769,0.0260212121212121,0.162547980343289,4.0,5.0,56.0,2.0,2.0,0,19.05207142857143,106.78228730389608,0.4103664552020959,0.061054630203009
NR4A1,0.0,1836.0,0.3384615384615385,0.0307692307692307,0.0,0.5538461538461539,0.0,0.0461538461538461,0.0307692307692307,0.0,18.836359536044224,234.0,0.04113099,0.0006406649901546,90.0,10.474314533208366,1.763151431677089,0.6508716525033461,0.1784653431615253,0.0049130952380952,0.0972657243742036,3.0,1.0,67.0,5.0,0.0,3,17.459940298507465,90.0224568751696,0.4103664552020959,0.061054630203009
NT5C3A,0.0,1011.0,0.2954545454545455,0.0909090909090909,0.0454545454545454,0.5454545454545454,0.0,0.0227272727272727,0.0,0.0,18.52271063307636,359.0,0.01272589,1.62593312685125e-05,6.0,6.820470833403611,0.8372794353662344,0.2700440570750071,0.0947324593185327,0.0440177419354838,0.1131874558822429,8.0,2.0,54.0,2.0,1.0,3,19.60901851851852,114.81329020719777,0.4103664552020959,0.061054630203009
NT5C3B,0.0,903.0,0.2916666666666667,0.2916666666666667,0.0,0.4166666666666667,0.0,0.0,0.0,0.0,20.747480041414352,175.0,0.03481408,1.333120430405422e-06,4.0,6.820470833403611,0.8372794353662344,0.2700440570750071,0.0947324593185327,0.115175,0.5699110838908704,0.0,0.0,26.0,2.0,3.0,0,22.102153846153847,163.22237101538462,0.4103664552020959,0.061054630203009
NT5DC3,0.0,1647.0,0.1692307692307692,0.0769230769230769,0.0769230769230769,0.676923076923077,0.0461538461538461,0.0,0.0,0.0,20.17187557066446,358.0,0.01508528,0.0,1.0,8.498871006788297,1.2076052326308453,0.0846962890318641,0.1153668212801777,0.0093653465346534,0.1319448537939305,4.0,0.0,69.0,0.0,0.0,0,24.885971014492757,125.80467902855926,0.4103664552020959,0.061054630203009
NUGGC,0.0,2391.0,0.2363636363636364,0.0727272727272727,0.0454545454545454,0.6090909090909091,0.0272727272727272,0.0272727272727272,0.009090909090909,0.0,18.64255026983912,222.0,0.03436317,0.0,0.0,6.820470833403611,0.8372794353662344,0.2700440570750071,0.0947324593185327,0.0012944099378882,0.2243707760026486,5.0,1.0,112.0,4.0,0.0,0,17.821276785714275,117.11091297675353,0.4103664552020959,0.061054630203009
NUMB,0.0,1956.0,0.21875,0.078125,0.03125,0.625,0.0,0.03125,0.015625,0.0,19.114667052240968,180.0,0.04114759,0.0002316801443853,27.0,10.437792711214602,0.5598139213713423,0.0269434577991519,0.0217981074532073,-0.0054489361702127,0.1288860726879007,11.0,1.0,75.0,3.0,0.0,0,21.67073333333332,89.09031376576574,0.4103664552020959,0.061054630203009
NUP188,0.0,5250.0,0.2727272727272727,0.0454545454545454,0.034090909090909,0.6306818181818182,0.0170454545454545,0.0170454545454545,0.0,0.0,20.53355026915681,203.0,0.02873151,5.2176720324235714e-05,33.0,10.559838269036652,0.6758533367773881,0.9295793148470544,0.0488817664292229,-0.0099746835443037,0.1358967572894125,2.0,0.0,180.0,2.0,1.0,5,21.11728888888889,94.74511388255743,0.4103664552020959,0.061054630203009
NUP37,0.0,981.0,0.1379310344827586,0.0,0.0,0.7586206896551724,0.0,0.1034482758620689,0.0,0.0,17.824679733192987,467.0,0.009257598,2.075547950859188e-05,15.0,8.544006716930655,0.7542716423804823,0.9248286382758918,0.0498623859361004,0.0051978723404255,0.092119202353698,2.0,1.0,29.0,3.0,0.0,0,20.06689655172413,78.59445973891626,0.4103664552020959,0.061054630203009
NUP43,0.0,1143.0,0.16,0.06,0.02,0.72,0.0,0.04,0.0,0.0,18.69984285193545,234.0,0.03887849,2.6974451441844783e-05,27.0,9.427557209549027,0.5480428959637841,0.0610899238198417,0.0736283068710394,-0.0311941860465116,0.1775521720605165,2.0,2.0,52.0,1.0,1.0,0,20.83784615384616,90.42319919155358,0.4103664552020959,0.061054630203009
NXPH1,0.0,816.0,0.2702702702702703,0.027027027027027,0.0135135135135135,0.6756756756756757,0.0405405405405405,0.0135135135135135,0.0,0.0,16.38416366667778,915.0,-0.01059523,0.0,0.0,1.7569348685721002,2.888828733222652,0.2700440570750071,0.0947324593185327,0.077269306930693,0.1531407259001426,17.0,12.0,104.0,1.0,0.0,2,19.209009615384616,56.87001835912997,0.4103664552020959,0.061054630203009
NYNRIN,0.0,5697.0,0.3824701195219123,0.0358565737051792,0.0,0.5378486055776892,0.0358565737051792,0.0358565737051792,0.0079681274900398,0.0,19.77496412395709,265.0,0.03974847,1.880407054979187e-06,4.0,9.070966485691851,1.4873624581299978,0.2700440570750071,0.0947324593185327,0.0090755172413793,0.1237440834694652,2.0,1.0,244.0,9.0,2.0,1,15.438577868852455,99.52297979226545,0.4103664552020959,0.061054630203009
OAZ2,0.0,571.0,0.2272727272727273,0.0454545454545454,0.0454545454545454,0.6363636363636364,0.0,0.0454545454545454,0.0,0.0,19.692252466758,269.0,0.04192424,3.451589911018313e-06,4.0,10.782633840140214,0.6387129555147282,0.0693680877247172,0.036225781577141,0.0087192307692307,0.0470570931400665,7.0,4.0,31.0,2.0,0.0,0,19.940806451612907,68.32757642795697,0.4103664552020959,0.061054630203009
ODF2L,0.0,1911.0,0.1269841269841269,0.1269841269841269,0.0317460317460317,0.6190476190476191,0.0,0.0952380952380952,0.0,0.0,17.734669932866556,874.0,-0.01820806,8.489686308639058e-06,7.0,8.381277398741188,1.1834553829587544,0.2700440570750071,0.0947324593185327,-0.0167171428571428,0.0914488662296798,17.0,3.0,76.0,5.0,3.0,1,18.57449999999999,128.29672276,0.4103664552020959,0.061054630203009
OFD1,0.0,3039.0,0.144,0.104,0.008,0.688,0.032,0.0559999999999999,0.0,0.0,17.045123991674892,443.1524831243973,0.04802851,2.1339285903669463e-05,23.0,9.453909231580733,0.7806104954139774,0.6152181046342283,0.2368345683621185,0.0030418079096045,0.1515607750527311,3.0,3.0,129.0,8.0,0.0,6,16.246395348837193,111.25476038154072,0.3604461578947369,0.0462540130621365
OLAH,0.0,957.0,0.1846153846153846,0.0461538461538461,0.0,0.6307692307692307,0.0,0.1384615384615384,0.0,0.0,17.96340017835962,571.0,0.02808623,0.0,0.0,1.2525616526319845,1.5327821234138097,0.2700440570750071,0.0947324593185327,-0.0081415841584158,0.1071988152617837,6.0,7.0,68.0,9.0,1.0,0,11.507676470588232,123.44676655048292,0.4103664552020959,0.061054630203009
OLIG1,0.0,816.0,0.25,0.0,0.0,0.75,0.0,0.0,0.0,0.0,19.613141071290112,554.0,0.06553535,4.49744664290711e-07,4.0,2.530849193071142,3.5730007004980915,0.2700440570750071,0.0947324593185327,0.0087,0.0158245063114145,21.0,0.0,25.0,0.0,0.0,0,11.532359999999995,35.541921656666666,0.4103664552020959,0.061054630203009
OOEP,0.0,450.0,0.2439024390243902,0.073170731707317,0.0,0.6829268292682927,0.0,0.0,0.0,0.0,19.48229964578885,446.0,0.01791176,0.0,0.0,1.1943412778889784,1.807098118513972,0.2700440570750071,0.0947324593185327,-0.0228844827586206,0.1756504883840635,3.0,0.0,47.0,0.0,0.0,0,8.30823404255319,94.31752005272897,0.4103664552020959,0.061054630203009
OPRK1,0.0,1143.0,0.3577981651376147,0.055045871559633,0.0091743119266055,0.5688073394495413,0.091743119266055,0.0091743119266055,0.0,0.0,17.174390305562756,861.0,-0.01441774,1.2654873905240703e-05,9.0,2.019839830642877,2.5190471915301784,0.3341974535269728,0.307840783424757,0.0507416666666666,0.1499736694272186,18.0,0.0,126.0,1.0,0.0,0,17.204936507936516,104.29899639593653,0.4103664552020959,0.061054630203009
OR10A3,0.0,945.0,0.2933333333333333,0.0533333333333333,0.0,0.6533333333333333,0.04,0.0,0.0,0.0,16.684723969057902,679.0,0.006089992,0.0,0.0,0.1671308969329487,0.4444272379221649,0.2700440570750071,0.0947324593185327,-0.0284734693877551,0.1414735293268965,0.0,0.0,75.0,0.0,0.0,0,14.741119999999995,100.82053532324328,0.4103664552020959,0.061054630203009
OR10H1,0.0,957.0,0.4494382022471911,0.0,0.0,0.5056179775280899,0.0337078651685393,0.0337078651685393,0.0,0.0112359550561797,19.624478311049295,590.0,0.01773279,0.0,0.0,0.3806910133978232,0.8475797590617054,0.2700440570750071,0.0947324593185327,0.010478409090909,0.1144109106058107,10.0,3.0,98.0,4.0,0.0,0,7.931765306122447,67.11706647012419,0.4103664552020959,0.061054630203009
OR11H12,0.0,981.0,0.209090909090909,0.0363636363636363,0.0,0.7,0.0636363636363636,0.0454545454545454,0.0,0.009090909090909,17.115106660995806,747.0,-0.01091003,0.0,0.0,0.0891296943688649,0.2869679567766168,0.2700440570750071,0.0947324593185327,0.0136540213902524,0.0596380750520646,0.0,0.0,105.0,2.0,3.0,0,11.721647619047618,66.65709205732601,0.4103664552020959,0.061054630203009
OR13D1,0.0,1041.0,0.2459016393442623,0.0491803278688524,0.0,0.6885245901639344,0.0,0.0163934426229508,0.0,0.0,17.300470539585053,821.0,-0.01414985,0.0,0.0,0.0980971553312514,0.4378684330066349,0.2700440570750071,0.0947324593185327,-0.0125287356321839,0.1121158431164468,0.0,0.0,60.0,1.0,0.0,0,15.18613333333334,91.78538367683616,0.4103664552020959,0.061054630203009
OR13F1,0.0,960.0,0.2592592592592592,0.037037037037037,0.0,0.6666666666666666,0.0,0.037037037037037,0.0,0.0,17.16365753723591,930.0,-0.03328993,0.0,0.0,0.0168956455099474,0.1147197732916717,0.2700440570750071,0.0947324593185327,-0.0210123893805309,0.1316164722810438,0.0,1.0,79.0,1.0,2.0,0,15.848088607594937,100.67634962025318,0.4103664552020959,0.061054630203009
OR1Q1,0.0,945.0,0.2549019607843137,0.0196078431372549,0.0,0.6862745098039216,0.0,0.0196078431372549,0.0,0.0196078431372549,18.637325351373967,646.0,0.008702248,0.0,0.0,0.3038501477231156,0.5976311958401365,0.2700440570750071,0.0947324593185327,0.0102412698412698,0.101254821770229,0.0,0.0,50.0,1.0,0.0,0,15.737660000000009,77.71172361673469,0.4103664552020959,0.061054630203009
OR2AG2,0.0,951.0,0.4871794871794872,0.0,0.0,0.4358974358974359,0.0,0.0641025641025641,0.0,0.0128205128205128,18.69634578680865,548.0,0.008272746,0.0,0.0,0.2159249487400034,0.4815576176139302,0.2700440570750071,0.0947324593185327,-0.025676,0.1217513343828313,0.0,0.0,73.0,4.0,1.0,0,10.039986301369856,71.74501190258755,0.4103664552020959,0.061054630203009
OR2B6,0.0,942.0,0.25,0.046875,0.0,0.640625,0.0,0.0625,0.0,0.0,17.77966678157397,562.0,0.02426444,0.0,0.0,1.2639319844818864,1.3633183180774502,0.7056106301605886,0.2044986716157068,0.0600521739130434,0.2227525886631704,0.0,0.0,61.0,3.0,1.0,0,15.323639344262295,77.44187320109292,0.4103664552020959,0.061054630203009
OR2M3,0.0,939.0,0.3070866141732284,0.0157480314960629,0.0,0.6220472440944882,0.0708661417322834,0.0393700787401574,0.0,0.0157480314960629,19.313712591192346,443.1524831243973,0.020091353541242,0.0,0.0,0.0222356712360366,0.1380917897800666,0.2700440570750071,0.0947324593185327,0.0136540213902524,0.0596380750520646,0.0,1.0,123.0,5.0,0.0,0,7.844455284552847,67.10344511888577,0.4103664552020959,0.061054630203009
OR2M4,0.0,936.0,0.2992125984251969,0.0708661417322834,0.0,0.6062992125984252,0.0944881889763779,0.0236220472440944,0.0,0.0,19.313712591192346,443.1524831243973,0.020091353541242,0.0,0.0,0.0605865574200584,0.2513209613021622,0.2700440570750071,0.0947324593185327,0.0136540213902524,0.0596380750520646,0.0,0.0,125.0,1.0,2.0,0,13.772863999999998,97.73016310232252,0.4103664552020959,0.061054630203009
OR2T12,0.0,963.0,0.2638888888888889,0.0069444444444444,0.0,0.7083333333333334,0.1111111111111111,0.0208333333333333,0.0,0.0,19.313712591192346,443.1524831243973,0.020091353541242,0.0,0.0,0.0131438446546305,0.1011529685275575,0.2700440570750071,0.0947324593185327,0.0136540213902524,0.0596380750520646,0.0,0.0,141.0,4.0,0.0,0,9.490007092198583,65.93822196423505,0.4103664552020959,0.061054630203009
OR4C12,0.0,930.0,0.24,0.05,0.0,0.66,0.0,0.04,0.0,0.01,13.50571604910948,1171.0,-0.03820275,0.0,0.0,0.0065635750699838,0.0789188453747102,0.2700440570750071,0.0947324593185327,0.0177125,0.1023431427674945,0.0,0.0,96.0,1.0,3.0,0,17.322354166666667,63.60350035745619,0.4103664552020959,0.061054630203009
OR4C46,0.0,930.0,0.2941176470588235,0.0336134453781512,0.0,0.6470588235294118,0.0,0.0168067226890756,0.0,0.0084033613445378,19.313712591192346,443.1524831243973,0.020091353541242,0.0,0.0,0.0034146538948767,0.0643103475331733,0.2700440570750071,0.0947324593185327,0.0189484276729559,0.0959173319739424,0.0,0.0,119.0,0.0,2.0,0,10.196907563025214,91.93030042358636,0.4103664552020959,0.061054630203009
OR4D2,0.0,924.0,0.323943661971831,0.028169014084507,0.0,0.647887323943662,0.1267605633802817,0.0,0.0,0.0,19.69931962875921,401.0,0.01401773,0.0,0.0,0.0108149739632032,0.0927120800689604,0.2700440570750071,0.0947324593185327,0.0360680851063829,0.1986732788962748,0.0,0.0,71.0,0.0,0.0,0,14.69766197183098,83.07333988410464,0.4103664552020959,0.061054630203009
OR4D6,0.0,945.0,0.375,0.0375,0.0,0.55,0.0,0.0375,0.0,0.0,18.714049267200284,507.0,-0.001062101,0.0,1.0,0.0785141427111726,0.3759546328203433,0.2700440570750071,0.0947324593185327,0.0123446808510638,0.1097395258579899,0.0,0.0,77.0,3.0,0.0,0,13.960649350649348,98.94326378332194,0.4103664552020959,0.061054630203009
OR4F15,0.0,939.0,0.2641509433962264,0.0377358490566037,0.0,0.6981132075471698,0.0,0.0,0.0,0.0,19.313712591192346,443.1524831243973,0.020091353541242,0.0,0.0,0.0298274184954085,0.1573350894238374,0.2700440570750071,0.0947324593185327,0.0136540213902524,0.0596380750520646,0.0,1.0,54.0,0.0,0.0,0,14.450999999999995,92.81260773584906,0.4103664552020959,0.061054630203009
OR4F17,0.0,918.0,0.2105263157894736,0.0526315789473684,0.0,0.7368421052631579,0.1578947368421052,0.0,0.0,0.0,17.932889473100015,708.0,0.004898092,0.0,0.0,0.0063848779749772,0.0851417739612796,0.2700440570750071,0.0947324593185327,0.0136540213902524,0.0596380750520646,0.0,3.0,22.0,0.0,0.0,0,14.287045454545456,55.60434033116884,0.4103664552020959,0.061054630203009
OR4F5,0.0,918.0,0.2666666666666666,0.0,0.0,0.6666666666666666,0.0,0.0666666666666666,0.0,0.0,18.496908376621327,594.0,0.020091353541242,0.0,0.0,0.0245825615598075,0.195348349347504,0.2700440570750071,0.0947324593185327,0.0136540213902524,0.0596380750520646,0.0,0.0,14.0,1.0,0.0,0,13.623142857142858,57.1219129010989,0.4103664552020959,0.061054630203009
OR4K14,0.0,933.0,0.3797468354430379,0.0379746835443038,0.0,0.5569620253164557,0.0,0.0253164556962025,0.0,0.0,18.6800658692534,827.0,-0.05140858,0.0,0.0,0.0115513021486906,0.1154235012980616,0.2700440570750071,0.0947324593185327,0.0136540213902524,0.0596380750520646,0.0,0.0,77.0,0.0,2.0,0,12.421688311688314,109.45884987525636,0.4103664552020959,0.061054630203009
OR51L1,0.0,948.0,0.3875,0.0375,0.0,0.5375,0.0,0.0375,0.0,0.0,16.56951224520613,1024.0,-0.01084784,0.0,0.0,0.0160360862447002,0.1271438950983415,0.2700440570750071,0.0947324593185327,-0.0044537634408602,0.0806181982165687,0.0,0.0,77.0,1.0,2.0,0,14.678311688311696,109.17472326999314,0.4103664552020959,0.061054630203009
OR52H1,0.0,963.0,0.2941176470588235,0.0588235294117647,0.0,0.6323529411764706,0.1029411764705882,0.0147058823529411,0.0,0.0,16.600148556464514,946.0,-0.001701051,0.0,0.0,0.093439144103709,0.4245376301469528,0.2700440570750071,0.0947324593185327,-0.0043454545454545,0.1225191607548228,0.0,0.0,67.0,1.0,0.0,0,16.419223880597013,100.34267396426957,0.4103664552020959,0.061054630203009
OR52L1,0.0,990.0,0.3461538461538461,0.0,0.0,0.6538461538461539,0.0384615384615384,0.0,0.0,0.0,18.72151111099329,877.0,-0.012813,0.0,0.0,0.0806722397111991,0.2867452765709044,0.2700440570750071,0.0947324593185327,2.929292929293076e-05,0.1114824905874499,2.0,2.0,82.0,0.0,0.0,0,12.57735365853659,83.57965726844323,0.4103664552020959,0.061054630203009
OR52R1,0.0,948.0,0.3218390804597701,0.0344827586206896,0.0,0.6436781609195402,0.0344827586206896,0.0,0.0,0.0,16.022010996665884,987.0,-0.002709034,0.0,0.0,0.1077430047573718,0.460597995548116,0.2700440570750071,0.0947324593185327,-0.0106805309734513,0.1148651104698806,0.0,0.0,103.0,0.0,0.0,0,12.898310679611646,120.96045260841422,0.4103664552020959,0.061054630203009
OR5D14,0.0,945.0,0.2834645669291338,0.0236220472440944,0.0,0.6456692913385826,0.1968503937007874,0.0472440944881889,0.0,0.0,12.030667136246946,1091.0,-0.03597057,0.0,0.0,0.0037975912795605,0.0588068302736759,0.2700440570750071,0.0947324593185327,0.0054407185628742,0.0945438631248664,0.0,0.0,121.0,4.0,2.0,0,11.490900826446286,90.02572494008267,0.4103664552020959,0.061054630203009
OR5P3,0.0,936.0,0.4262295081967213,0.0,0.0,0.5573770491803278,0.0,0.0,0.0,0.0163934426229508,16.652695151199783,823.0,-0.0006896627,0.0,0.0,0.0802977017298602,0.2890928739273194,0.7612832248876241,0.2039172422152284,0.0021245901639344,0.0669097793723137,0.0,0.0,61.0,0.0,0.0,0,11.02611475409836,99.39313036994535,0.4103664552020959,0.061054630203009
